MonthlyIncomeID,StudentID,MonthlyIncome,Month,Year
1107,305,1016,March,2020
1108,4362,953,June,2021
1109,5020,1915,December,2020
1110,326,779,July,2022
1111,4671,1448,February,2023
1112,3465,720,April,2020
1113,2769,813,May,2020
1114,3638,1848,July,2021
1115,4077,1998,March,2021
1116,4903,1760,October,2022
1117,2057,1141,August,2021
1118,2173,1578,April,2022
1119,1337,1262,July,2022
1120,759,546,December,2023
1121,5131,1084,October,2021
1122,342,505,November,2020
1123,2856,696,October,2023
1124,2866,1152,December,2022
1125,2148,902,June,2021
1126,2210,1237,January,2021
1127,1649,630,August,2021
1128,3068,1873,July,2022
1129,4012,1971,June,2021
1130,4700,1827,October,2023
1131,2688,1869,January,2023
1132,1053,942,May,2020
1133,2882,1673,May,2022
1134,5471,1392,December,2022
1135,943,1422,September,2022
1136,241,1260,June,2021
1137,3572,728,September,2022
1138,2977,607,May,2023
1139,4218,657,February,2023
1140,2921,880,October,2020
1141,4750,959,December,2021
1142,139,724,June,2020
1143,3006,587,December,2023
1144,3505,1607,March,2021
1145,344,1268,February,2023
1146,77,1168,December,2021
1147,366,789,September,2023
1148,5086,1706,May,2021
1149,3089,1503,May,2023
1150,4342,1265,March,2023
1151,4204,1670,June,2023
1152,4874,756,March,2020
1153,4094,538,August,2020
1154,2029,1350,June,2023
1155,128,1486,August,2020
1156,4879,1191,January,2021
1157,2305,1207,March,2021
1158,2163,667,April,2021
1159,1244,1696,September,2020
1160,2760,915,July,2021
1161,3246,1531,May,2020
1162,1844,658,February,2023
1163,4149,1898,May,2021
1164,4294,1040,June,2020
1165,4403,682,May,2022
1166,3413,1828,December,2022
1167,224,718,May,2020
1168,3518,633,March,2020
1169,1161,1769,October,2020
1170,3681,1559,December,2021
1171,2332,1934,January,2022
1172,3198,1639,March,2022
1173,2810,552,August,2023
1174,3105,1369,May,2023
1175,2606,580,June,2020
1176,3247,941,September,2021
1177,2783,1495,November,2020
1178,4662,1244,July,2022
1179,2763,1024,July,2020
1180,2997,1424,October,2022
1181,4444,1273,May,2021
1182,48,1270,February,2022
1183,5189,550,July,2023
1184,1419,684,May,2021
1185,2801,1778,May,2020
1186,4825,1282,December,2022
1187,2661,1605,September,2023
1188,4481,590,December,2022
1189,3254,760,December,2022
1190,3463,674,May,2020
1191,1051,1020,September,2020
1192,480,1724,March,2021
1193,1002,1031,April,2023
1194,4017,515,October,2022
1195,4277,1671,October,2022
1196,3627,1894,March,2021
1197,4539,1030,October,2020
1198,5051,985,March,2022
1199,3264,1986,July,2023
1200,2879,1164,May,2021
1201,617,946,November,2022
1202,3677,1776,November,2020
1203,5123,953,November,2020
1204,5215,509,September,2021
1205,3163,1551,December,2020
1206,1174,590,January,2021
1207,3931,1217,July,2020
1208,4892,599,June,2021
1209,1704,1538,December,2021
1210,4013,742,September,2023
1211,3450,1972,January,2022
1212,4352,1981,August,2023
1213,2440,1958,September,2023
1214,1390,1889,May,2023
1215,1471,1077,December,2022
1216,4458,696,February,2021
1217,2789,1833,October,2020
1218,36,809,August,2023
1219,1049,600,June,2021
1220,1450,1735,January,2022
1221,538,1281,February,2021
1222,987,1996,December,2022
1223,2810,1509,June,2020
1224,996,675,January,2020
1225,3543,884,September,2023
1226,1205,1564,January,2021
1227,3073,1366,August,2021
1228,1111,1689,December,2021
1229,3150,610,October,2022
1230,2468,1048,September,2021
1231,129,982,November,2022
1232,2582,1668,February,2022
1233,5191,1112,October,2023
1234,4575,1835,July,2022
1235,1717,1869,February,2021
1236,4325,1125,August,2021
1237,2168,1728,June,2021
1238,4962,1837,July,2020
1239,812,920,April,2023
1240,1094,970,November,2020
1241,848,933,January,2020
1242,1187,1680,July,2021
1243,2797,890,August,2021
1244,1899,642,August,2020
1245,3229,1059,October,2023
1246,1772,999,October,2021
1247,4079,720,October,2021
1248,1450,1641,March,2020
1249,2662,513,December,2023
1250,2179,1843,June,2023
1251,2393,1001,September,2021
1252,2119,1850,March,2023
1253,3846,1324,September,2020
1254,1336,1270,March,2020
1255,4270,1806,May,2023
1256,4220,1092,August,2022
1257,2115,1369,October,2022
1258,3141,1718,June,2021
1259,3726,1441,March,2023
1260,5011,1619,July,2022
1261,4771,1896,January,2023
1262,1265,1655,December,2023
1263,4277,1241,June,2023
1264,4268,949,December,2023
1265,172,1379,February,2023
1266,4714,537,May,2023
1267,2272,622,January,2023
1268,3045,947,December,2020
1269,1054,697,August,2020
1270,3261,1798,May,2023
1271,481,1045,October,2021
1272,1575,1739,August,2021
1273,4135,1000,February,2020
1274,3996,565,September,2021
1275,4635,1894,May,2020
1276,1948,1571,March,2022
1277,4893,850,December,2020
1278,1654,648,August,2021
1279,2839,1676,November,2023
1280,4598,1027,April,2023
1281,2525,1972,November,2020
1282,335,903,October,2022
1283,4467,1782,December,2021
1284,2600,1167,March,2023
1285,695,1653,August,2023
1286,3382,560,August,2023
1287,3595,1907,February,2020
1288,1444,791,February,2020
1289,3476,1680,May,2023
1290,4002,1504,June,2023
1291,2704,539,November,2023
1292,3071,1284,November,2021
1293,566,1051,December,2022
1294,3178,1641,October,2023
1295,3911,1438,March,2021
1296,3757,1829,July,2020
1297,4369,565,March,2020
1298,4973,1091,October,2021
1299,955,849,May,2022
1300,606,718,February,2020
1301,2276,854,November,2021
1302,3557,1254,August,2023
1303,15,1225,October,2021
1304,4509,1608,December,2021
1305,4360,846,December,2021
1306,3001,857,May,2023
1307,347,1164,June,2022
1308,1343,1553,May,2021
1309,5032,805,December,2020
1310,1566,1712,September,2023
1311,909,1448,April,2023
1312,1381,1106,July,2022
1313,3941,1267,August,2023
1314,2794,1732,March,2020
1315,4290,1728,November,2021
1316,4626,1087,April,2021
1317,3044,646,July,2023
1318,2926,1330,February,2022
1319,4898,986,September,2023
1320,4957,1238,April,2020
1321,1397,1159,October,2020
1322,2590,1044,February,2023
1323,5499,512,September,2022
1324,254,518,February,2021
1325,3314,823,June,2020
1326,1481,1698,December,2021
1327,5034,1128,September,2022
1328,2646,1279,July,2023
1329,3219,1163,February,2020
1330,1080,1197,September,2021
1331,2889,1741,January,2021
1332,1844,1550,April,2022
1333,1938,949,September,2023
1334,2580,1914,September,2021
1335,3779,1225,October,2020
1336,552,1490,January,2022
1337,4668,983,July,2020
1338,4116,1874,April,2023
1339,2982,1324,December,2020
1340,181,767,August,2022
1341,3726,689,September,2021
1342,540,1944,April,2021
1343,3706,1126,November,2022
1344,4351,630,January,2022
1345,3921,1219,April,2023
1346,4882,1853,June,2023
1347,1947,1463,December,2021
1348,4504,1165,August,2020
1349,3429,1577,November,2020
1350,4029,1908,August,2020
1351,1496,829,January,2022
1352,2152,1062,October,2021
1353,4111,570,November,2022
1354,3586,1150,December,2022
1355,690,1300,April,2021
1356,18,614,May,2022
1357,3371,1947,August,2021
1358,1162,882,September,2022
1359,1932,759,January,2020
1360,4428,1735,December,2023
1361,1671,1128,May,2023
1362,454,1276,December,2021
1363,1849,752,December,2021
1364,1821,1838,September,2021
1365,2539,1822,November,2021
1366,1482,1041,January,2022
1367,939,1105,May,2022
1368,1146,731,May,2022
1369,168,1014,December,2023
1370,111,1012,June,2020
1371,5029,1152,July,2022
1372,3032,1198,July,2021
1373,2414,1024,July,2022
1374,2785,1028,September,2023
1375,3318,1242,November,2020
1376,2958,1233,August,2021
1377,3361,1845,March,2023
1378,4164,996,July,2022
1379,1522,1529,December,2021
1380,3248,1104,May,2022
1381,2910,1030,August,2020
1382,73,848,July,2023
1383,264,1974,May,2021
1384,2068,641,September,2020
1385,4556,1207,July,2023
1386,3333,1216,May,2020
1387,5046,1661,September,2023
1388,707,977,March,2023
1389,722,1648,April,2022
1390,3809,1852,April,2023
1391,4191,1531,May,2023
1392,1572,1873,July,2023
1393,4549,637,September,2020
1394,2325,1767,September,2023
1395,2224,1188,May,2020
1396,5093,743,September,2020
1397,4331,915,February,2023
1398,926,1560,October,2023
1399,3621,1425,January,2020
1400,188,1137,October,2022
1401,4005,1789,November,2022
1402,2137,514,June,2022
1403,3279,594,January,2022
1404,3124,504,October,2022
1405,1413,1586,November,2023
1406,464,1549,December,2023
1407,3833,562,December,2020
1408,5258,709,June,2021
1409,3552,543,November,2023
1410,2230,980,March,2020
1411,3932,754,December,2020
1412,5414,1429,June,2023
1413,1900,1116,November,2022
1414,2187,1675,May,2023
1415,4412,627,March,2021
1416,4495,1158,October,2022
1417,61,689,October,2020
1418,1841,609,October,2022
1419,1280,609,April,2020
1420,28,1237,September,2021
1421,467,1176,October,2022
1422,2310,632,August,2023
1423,1198,1677,March,2022
1424,1157,1864,August,2023
1425,1418,1964,December,2022
1426,3106,859,August,2023
1427,3157,1468,July,2022
1428,1368,919,September,2021
1429,428,1946,August,2023
1430,1461,1806,May,2021
1431,3792,956,January,2020
1432,1544,967,November,2020
1433,2215,980,June,2021
1434,921,1257,May,2020
1435,3014,1995,January,2022
1436,4478,1957,February,2020
1437,213,1924,May,2020
1438,1791,1171,June,2023
1439,3421,1005,August,2020
1440,548,515,June,2020
1441,295,727,August,2023
1442,1973,1901,June,2022
1443,2130,1400,May,2021
1444,1208,568,October,2023
1445,253,1172,May,2020
1446,501,887,July,2020
1447,5300,1435,February,2022
1448,3853,1705,June,2020
1449,9,955,October,2023
1450,4670,1066,January,2022
1451,3749,1420,April,2023
1452,2776,1327,September,2021
1453,2376,1518,August,2022
1454,4703,1181,September,2021
1455,1829,1087,June,2021
1456,3915,1478,January,2021
1457,3715,1210,December,2023
1458,4372,504,February,2021
1459,1540,1585,September,2020
1460,1531,843,August,2021
1461,601,715,November,2021
1462,1428,1680,December,2020
1463,3452,950,January,2021
1464,3230,1322,July,2020
1465,2071,502,November,2022
1466,1161,1368,July,2021
1467,4975,1639,September,2021
1468,682,1949,October,2021
1469,5086,1264,July,2021
1470,2772,600,June,2020
1471,1047,1619,January,2020
1472,1770,1972,November,2022
1473,3762,1905,December,2022
1474,4680,1232,April,2022
1475,4161,542,January,2022
1476,2452,765,February,2021
1477,2312,931,February,2022
1478,4669,1149,August,2023
1479,2855,1762,October,2021
1480,4457,515,August,2023
1481,5082,1649,June,2023
1482,4742,1115,March,2020
1483,1828,892,July,2023
1484,4313,1645,May,2021
1485,523,1241,February,2021
1486,5228,1457,August,2020
1487,202,600,March,2021
1488,699,1784,July,2022
1489,790,1572,July,2023
1490,273,1258,September,2021
1491,1070,1970,July,2021
1492,1652,800,August,2020
1493,3045,1333,May,2021
1494,903,1212,December,2021
1495,4534,1630,February,2023
1496,1818,1006,September,2023
1497,245,643,December,2022
1498,68,1666,March,2022
1499,3324,582,November,2021
1500,1687,980,October,2023
1501,4505,1810,January,2022
1502,1970,1905,July,2022
1503,2850,1485,August,2021
1504,2020,511,September,2021
1505,3367,1333,January,2020
1506,1100,1753,October,2020
1507,703,966,February,2023
1508,619,1062,February,2021
1509,4004,1956,February,2020
1510,4517,1434,March,2020
1511,4102,1231,January,2020
1512,890,660,December,2021
1513,683,1679,September,2021
1514,2319,1551,June,2023
1515,5207,1754,March,2020
1516,1319,1378,July,2021
1517,1314,1479,April,2020
1518,1060,1763,October,2023
1519,3,940,October,2021
1520,21,1312,September,2023
1521,2158,576,March,2021
1522,330,1506,December,2022
1523,2019,1751,January,2020
1524,741,1528,March,2022
1525,292,1563,March,2023
1526,4287,1514,December,2023
1527,2794,1166,December,2023
1528,3787,1719,April,2021
1529,1612,1392,May,2022
1530,582,1554,August,2020
1531,4923,1635,March,2021
1532,357,1146,October,2021
1533,2919,1695,December,2022
1534,4772,1332,April,2021
1535,3939,1841,July,2022
1536,1869,805,July,2022
1537,4350,933,June,2023
1538,1002,1707,May,2020
1539,3709,761,October,2020
1540,3656,1838,December,2020
1541,1520,1406,November,2021
1542,1804,1797,May,2021
1543,5334,1773,March,2022
1544,3958,1709,July,2021
1545,1622,1646,July,2022
1546,140,1974,December,2021
1547,5378,1014,July,2022
1548,2701,652,May,2021
1549,4651,1504,March,2021
1550,2246,989,January,2023
1551,4976,811,January,2020
1552,3622,1003,September,2023
1553,1165,1742,September,2023
1554,1363,1255,November,2022
1555,2585,1236,August,2020
1556,1553,1453,September,2021
1557,4966,1966,July,2022
1558,2213,1954,May,2023
1559,2429,1030,March,2023
1560,2392,643,April,2020
1561,311,1847,September,2020
1562,2155,1209,March,2020
1563,4352,1982,June,2023
1564,1224,725,October,2021
1565,5310,1381,September,2020
1566,1141,1684,October,2023
1567,1960,973,March,2020
1568,1909,1769,January,2022
1569,2315,1036,September,2020
1570,3228,1233,August,2023
1571,437,1518,October,2021
1572,612,1705,June,2022
1573,2414,765,November,2020
1574,4641,1237,September,2022
1575,4232,715,November,2022
1576,634,1541,December,2023
1577,1199,708,September,2022
1578,4503,564,February,2021
1579,3305,1921,February,2020
1580,69,1839,April,2023
1581,767,1065,January,2020
1582,2007,1470,April,2022
1583,5281,1805,February,2022
1584,3729,1589,November,2020
1585,3372,667,May,2023
1586,1482,1775,July,2023
1587,3396,698,January,2023
1588,3153,1681,June,2020
1589,3570,911,March,2023
1590,720,1241,June,2020
1591,722,1332,May,2021
1592,4941,1933,June,2022
1593,4908,1360,July,2021
1594,4409,1867,March,2021
1595,2969,1654,April,2023
1596,3905,1475,September,2023
1597,1953,783,June,2023
1598,2441,826,April,2023
1599,1636,1597,August,2023
1600,2033,669,November,2020
1601,3558,692,March,2020
1602,793,1871,January,2020
1603,3669,1513,July,2020
1604,560,577,November,2020
1605,979,1733,February,2022
1606,1269,1422,August,2020
1607,310,1654,March,2023
1608,5233,1504,April,2020
1609,3765,1936,April,2022
1610,4956,1844,April,2021
1611,844,1992,December,2020
1612,2637,1396,October,2023
1613,4984,1545,May,2022
1614,634,662,March,2023
1615,1513,1073,January,2020
1616,2223,1776,February,2022
1617,4878,1170,June,2020
1618,3611,1671,October,2023
1619,4396,1321,June,2022
1620,4578,1511,February,2020
1621,3754,1349,November,2020
1622,4135,736,October,2023
1623,2067,646,March,2022
1624,3462,1964,October,2020
1625,3901,1154,July,2021
1626,3296,1479,September,2021
1627,5058,867,July,2020
1628,283,1259,August,2023
1629,1462,1020,November,2023
1630,86,667,December,2022
1631,1024,1764,April,2020
1632,2512,1662,February,2023
1633,1073,1689,May,2023
1634,2981,1099,June,2020
1635,2872,1483,February,2021
1636,4439,1709,May,2021
1637,968,689,September,2022
1638,3759,1007,January,2021
1639,2546,675,December,2021
1640,4682,1907,June,2021
1641,2761,565,September,2022
1642,2061,1232,March,2020
1643,957,1105,March,2021
1644,3332,1021,March,2023
1645,5014,836,November,2021
1646,78,1410,February,2022
1647,3495,975,June,2023
1648,1253,752,June,2021
1649,571,1267,November,2023
1650,3765,1707,April,2021
1651,4836,1074,February,2023
1652,108,1206,November,2020
1653,5045,1476,March,2023
1654,3409,1501,April,2023
1655,1739,924,January,2022
1656,2062,803,March,2022
1657,2569,1358,February,2021
1658,4329,1695,January,2021
1659,752,1548,May,2020
1660,3964,1425,January,2020
1661,3251,645,February,2020
1662,4003,984,February,2023
1663,4832,1755,August,2023
1664,4391,1305,March,2023
1665,3923,1991,September,2022
1666,5063,1455,July,2022
1667,1900,938,March,2022
1668,759,621,September,2023
1669,2477,1969,March,2020
1670,594,1562,July,2023
1671,1857,1326,September,2023
1672,4363,1917,January,2020
1673,2387,1996,July,2021
1674,932,772,August,2021
1675,951,1251,October,2023
1676,4213,1650,July,2021
1677,941,1439,May,2021
1678,3215,1930,August,2020
1679,2513,1036,April,2023
1680,2209,1407,February,2021
1681,477,839,February,2021
1682,5047,1873,September,2022
1683,1266,675,July,2021
1684,692,880,February,2020
1685,5017,844,April,2021
1686,5483,682,November,2023
1687,2454,598,March,2022
1688,2030,574,May,2023
1689,780,914,January,2023
1690,3618,1503,May,2022
1691,5399,1253,February,2023
1692,103,1958,January,2020
1693,2459,823,November,2021
1694,78,669,December,2020
1695,591,743,October,2022
1696,801,1853,March,2021
1697,497,806,April,2022
1698,3829,1066,December,2021
1699,136,1103,July,2023
1700,1485,1394,July,2022
1701,4241,1528,September,2021
1702,2345,629,February,2020
1703,4266,1490,January,2023
1704,2518,1637,May,2022
1705,330,1229,December,2022
1706,3767,1422,June,2023
1707,1865,840,March,2020
1708,3910,1849,November,2020
1709,1555,768,August,2022
1710,2341,1760,September,2023
1711,2604,1539,September,2021
1712,4454,914,August,2020
1713,2373,807,May,2021
1714,2760,1237,June,2023
1715,4085,1934,October,2021
1716,2666,610,June,2020
1717,3166,1728,February,2022
1718,649,1895,October,2020
1719,423,1059,September,2021
1720,657,566,March,2021
1721,299,1636,September,2023
1722,1668,632,November,2023
1723,5467,1154,June,2020
1724,2740,1815,January,2021
1725,4499,763,January,2021
1726,200,1921,October,2023
1727,3997,1972,August,2020
1728,1128,1819,June,2022
1729,1269,1773,September,2020
1730,3924,819,April,2022
1731,5495,1910,December,2020
1732,3615,638,June,2022
1733,5078,1954,November,2023
1734,867,636,February,2023
1735,197,1324,February,2023
1736,1315,1140,July,2021
1737,1079,595,May,2023
1738,603,1722,October,2022
1739,2029,1369,January,2023
1740,2538,516,July,2023
1741,3096,1715,February,2022
1742,4486,1362,August,2021
1743,287,521,May,2022
1744,2799,946,May,2023
1745,3737,1872,November,2023
1746,2338,1557,September,2022
1747,3229,1787,September,2022
1748,2236,898,November,2020
1749,4449,1508,February,2021
1750,858,1667,May,2023
1751,3082,1934,December,2020
1752,3611,1023,April,2022
1753,5364,812,January,2022
1754,3191,1804,April,2020
1755,4184,886,August,2022
1756,3229,543,November,2023
1757,2512,1639,May,2021
1758,864,1149,October,2021
1759,2041,1711,September,2022
1760,2774,789,February,2020
1761,4174,1807,April,2021
1762,1689,870,August,2023
1763,1085,722,March,2023
1764,2657,1506,August,2023
1765,5317,1329,January,2020
1766,4709,654,December,2022
1767,3126,1300,July,2020
1768,2883,581,October,2020
1769,497,1248,August,2020
1770,3670,940,December,2022
1771,1951,1818,May,2021
1772,1563,1756,June,2021
1773,2960,1401,July,2021
1774,4775,789,March,2023
1775,4534,788,July,2020
1776,3567,614,June,2021
1777,4459,1949,August,2021
1778,4731,1190,October,2023
1779,4170,783,February,2023
1780,1305,804,November,2022
1781,2906,1279,July,2021
1782,1847,1063,March,2023
1783,4292,1979,May,2022
1784,3767,1536,October,2022
1785,1371,1620,August,2022
1786,931,1066,August,2022
1787,76,683,October,2023
1788,4579,511,January,2021
1789,2788,943,November,2023
1790,586,590,June,2021
1791,4922,1383,November,2020
1792,1979,505,July,2022
1793,3278,670,May,2023
1794,2602,764,December,2023
1795,960,1033,March,2022
1796,4588,1210,January,2021
1797,2184,1228,August,2021
1798,5284,1244,January,2023
1799,1079,1753,April,2020
1800,4510,1281,January,2022
1801,2350,1047,December,2021
1802,5187,1529,February,2023
1803,4921,1512,August,2020
1804,4371,617,November,2023
1805,746,1729,December,2020
1806,2273,1108,September,2020
1807,1228,1974,June,2021
1808,1185,552,June,2022
1809,5429,577,June,2022
1810,627,618,October,2020
1811,4586,1455,December,2020
1812,1003,881,January,2020
1813,487,1926,October,2021
1814,2415,1955,February,2020
1815,5089,1924,July,2023
1816,726,543,August,2020
1817,1620,1731,August,2020
1818,4461,521,May,2023
1819,3546,1770,May,2022
1820,5362,1119,September,2022
1821,4969,1458,January,2020
1822,4928,994,December,2021
1823,2856,1677,May,2021
1824,2986,809,February,2020
1825,4671,715,April,2022
1826,5409,847,July,2022
1827,5126,1625,November,2021
1828,5211,656,April,2020
1829,1818,1379,March,2022
1830,1185,1237,November,2022
1831,4845,1473,January,2022
1832,2258,807,January,2023
1833,4357,1756,September,2022
1834,2630,1989,April,2022
1835,4197,1438,March,2020
1836,5044,1299,November,2021
1837,2066,1010,January,2023
1838,2099,1277,April,2022
1839,768,1862,June,2021
1840,2036,1099,April,2021
1841,4365,837,April,2022
1842,1037,583,July,2020
1843,3891,1079,September,2021
1844,3814,1497,April,2021
1845,313,1917,December,2021
1846,1799,1719,July,2021
1847,1226,954,July,2022
1848,3798,1604,February,2021
1849,3932,1884,November,2022
1850,1911,1759,November,2023
1851,2385,1483,March,2022
1852,5351,1624,December,2020
1853,4444,974,September,2020
1854,1402,1549,October,2023
1855,3454,1239,September,2023
1856,5071,544,April,2020
1857,4653,1749,February,2020
1858,2078,1060,May,2020
1859,3814,1592,November,2020
1860,4124,1877,April,2021
1861,5405,1538,March,2023
1862,2007,716,June,2022
1863,5096,1509,August,2022
1864,3925,635,May,2021
1865,1978,545,February,2020
1866,1438,742,August,2020
1867,3195,1240,October,2021
1868,4528,1111,March,2020
1869,4940,580,November,2021
1870,5399,1494,September,2021
1871,3402,868,October,2021
1872,3384,762,September,2021
1873,1005,1468,October,2022
1874,4626,1633,July,2020
1875,4759,1002,February,2023
1876,199,637,June,2023
1877,4176,765,November,2020
1878,4187,1761,April,2020
1879,1368,1922,September,2020
1880,2876,740,September,2023
1881,3536,1594,December,2021
1882,3413,1534,April,2021
1883,1970,1977,January,2022
1884,3502,1379,October,2022
1885,5293,1932,January,2021
1886,1890,970,January,2021
1887,1537,1806,August,2020
1888,1744,614,June,2020
1889,5483,1972,January,2023
1890,1373,686,October,2020
1891,392,791,February,2021
1892,2270,551,September,2023
1893,1806,1589,August,2022
1894,2629,1326,October,2023
1895,2788,635,October,2020
1896,1634,838,February,2021
1897,2991,1113,September,2023
1898,4618,1892,June,2021
1899,2887,1540,December,2023
1900,548,1577,September,2021
1901,4917,712,October,2020
1902,2976,1187,September,2022
1903,2446,1022,February,2020
1904,1909,1017,January,2023
1905,2246,849,July,2020
1906,3924,1666,April,2021
1907,5293,1669,April,2020
1908,590,1618,May,2023
1909,4927,1539,July,2021
1910,1781,1266,February,2023
1911,4790,930,August,2023
1912,3484,675,May,2021
1913,1305,1267,December,2022
1914,674,1450,January,2020
1915,5047,881,September,2020
1916,1274,930,November,2021
1917,4397,1164,August,2021
1918,4173,549,September,2021
1919,1820,964,March,2020
1920,334,1036,July,2023
1921,4687,1493,April,2020
1922,66,743,April,2022
1923,2747,1968,June,2023
1924,4356,1521,March,2021
1925,1332,1976,March,2020
1926,1853,648,February,2021
1927,2919,1833,June,2020
1928,749,1965,June,2023
1929,3900,569,October,2022
1930,287,628,April,2020
1931,779,1152,November,2023
1932,5280,1625,July,2020
1933,5296,1482,May,2021
1934,2169,1698,June,2020
1935,4009,1485,December,2023
1936,2112,1611,July,2022
1937,26,1248,October,2022
1938,1502,1227,August,2021
1939,2807,1232,October,2020
1940,1485,528,June,2021
1941,1028,1916,August,2020
1942,1253,1881,February,2020
1943,2,1240,February,2020
1944,1670,1285,November,2023
1945,108,707,February,2022
1946,4237,1961,October,2023
1947,2360,1864,September,2021
1948,3324,1845,June,2020
1949,1658,1768,November,2023
1950,438,1539,May,2023
1951,4524,1766,September,2022
1952,5257,816,December,2020
1953,487,1706,February,2021
1954,4704,1988,January,2021
1955,3015,1731,February,2021
1956,2730,1949,June,2021
1957,1657,1141,November,2023
1958,2056,732,November,2020
1959,5169,1139,September,2021
1960,2486,1459,November,2022
1961,872,1138,March,2020
1962,3278,642,August,2023
1963,2222,776,March,2021
1964,3591,656,June,2023
1965,3580,1876,December,2020
1966,3980,1196,December,2020
1967,2210,661,October,2023
1968,4749,1938,January,2022
1969,3572,847,April,2022
1970,2800,1547,April,2022
1971,4595,1061,May,2021
1972,1920,1201,April,2022
1973,3331,754,August,2023
1974,3548,1977,March,2020
1975,4472,1375,April,2020
1976,1913,1641,June,2021
1977,3114,1171,February,2021
1978,1831,1527,April,2023
1979,4393,538,October,2020
1980,3314,1638,January,2021
1981,2185,1573,July,2020
1982,685,578,June,2020
1983,5091,1782,November,2020
1984,2249,599,April,2022
1985,2883,1761,August,2023
1986,1169,512,July,2021
1987,1420,1341,May,2022
1988,397,1834,May,2023
1989,1043,1107,March,2022
1990,630,1012,October,2022
1991,2164,1301,September,2022
1992,2997,1879,January,2020
1993,1158,535,September,2022
1994,4931,672,November,2022
1995,1069,849,April,2020
1996,4470,1568,May,2020
1997,4136,1138,December,2020
1998,2066,950,February,2020
1999,4976,887,November,2021
2000,1462,547,January,2021
2001,3925,1545,June,2022
2002,1231,657,August,2020
2003,3925,1775,June,2023
2004,290,1709,July,2021
2005,5066,1186,January,2020
2006,3721,964,March,2022
2007,2777,1269,December,2023
2008,3226,529,January,2023
2009,4515,1295,September,2023
2010,3091,1670,August,2021
2011,3324,746,August,2023
2012,2745,1696,July,2021
2013,418,1278,August,2020
2014,5283,820,April,2020
2015,542,942,March,2022
2016,3656,917,July,2021
2017,4933,1089,June,2020
2018,3649,1136,December,2020
2019,5185,1954,December,2020
2020,2855,1349,August,2021
2021,2226,1481,July,2020
2022,4810,1424,September,2022
2023,2261,1794,December,2023
2024,3633,1462,January,2020
2025,1909,1446,August,2020
2026,4885,747,July,2021
2027,3074,1907,July,2023
2028,5482,1557,April,2023
2029,1797,1214,January,2022
2030,4445,1651,September,2021
2031,2783,1262,January,2020
2032,5443,1116,September,2020
2033,2449,729,April,2020
2034,4345,1741,May,2022
2035,4684,1571,August,2023
2036,1429,1437,August,2020
2037,2251,1131,October,2021
2038,3433,1045,August,2022
2039,634,1785,November,2023
2040,4263,1118,July,2022
2041,2700,1695,November,2023
2042,1583,1294,May,2020
2043,937,1053,November,2022
2044,3080,1295,March,2020
2045,397,1026,May,2023
2046,1149,758,March,2023
2047,4866,1543,July,2022
2048,45,1664,September,2020
2049,1348,1380,June,2023
2050,919,787,May,2020
2051,637,1050,October,2022
2052,1526,978,November,2022
2053,1947,1269,February,2022
2054,4542,1134,February,2023
2055,3347,1301,March,2022
2056,2211,933,January,2022
2057,5115,614,May,2023
2058,4420,512,November,2023
2059,4906,1679,April,2023
2060,2929,1610,August,2021
2061,5104,1634,April,2020
2062,2334,1216,November,2023
2063,982,615,July,2021
2064,1602,1665,April,2021
2065,2101,1130,December,2021
2066,2204,1339,August,2021
2067,4992,1431,December,2020
2068,521,1248,December,2020
2069,2706,1458,April,2023
2070,281,1585,June,2023
2071,4103,714,May,2020
2072,3163,735,October,2023
2073,4541,968,December,2020
2074,496,1329,May,2022
2075,5325,1522,March,2022
2076,3168,1767,April,2022
2077,3808,915,November,2022
2078,2385,681,July,2022
2079,1000,1862,August,2022
2080,728,731,August,2022
2081,3182,1967,July,2021
2082,1317,1063,December,2021
2083,4337,1406,December,2022
2084,3930,1754,July,2021
2085,1939,592,December,2021
2086,4782,814,February,2020
2087,5239,784,July,2022
2088,1431,1092,October,2021
2089,2364,861,June,2020
2090,3942,1125,January,2020
2091,3247,1797,November,2022
2092,3803,1860,July,2021
2093,1546,718,November,2020
2094,2729,1978,June,2023
2095,4531,645,March,2021
2096,5276,764,August,2021
2097,2477,971,November,2022
2098,3307,1051,January,2023
2099,1966,1806,July,2023
2100,2381,591,September,2023
2101,1799,1686,March,2022
2102,112,787,December,2021
2103,3281,690,June,2023
2104,84,1874,July,2021
2105,1077,925,March,2020
2106,3625,723,May,2021
2107,3248,842,April,2020
2108,4978,1535,October,2021
2109,672,856,March,2023
2110,1216,1607,August,2021
2111,4089,1499,April,2020
2112,4212,1063,May,2023
2113,5134,1298,September,2023
2114,2186,523,May,2023
2115,1962,559,September,2022
2116,2415,1863,November,2021
2117,5476,1385,September,2023
2118,2883,1109,November,2022
2119,3386,1327,November,2021
2120,5477,505,September,2020
2121,4813,671,June,2023
2122,270,526,August,2021
2123,4389,1894,September,2022
2124,2028,1569,August,2023
2125,4395,1161,April,2022
2126,3495,686,April,2021
2127,3500,1763,October,2021
2128,4932,1077,January,2021
2129,2765,1055,June,2023
2130,3679,961,November,2022
2131,2747,932,October,2021
2132,3413,1850,August,2023
2133,4142,1090,May,2020
2134,4385,544,June,2023
2135,4467,979,January,2021
2136,4357,1561,April,2021
2137,4388,1101,February,2020
2138,4008,1234,March,2020
2139,181,1749,January,2023
2140,59,818,June,2021
2141,3603,1158,July,2020
