SpendingID,StudentID,CategoryID,Month,Year,Amount
1010,2379,3,November,2020,324
1011,332,3,October,2023,416
1012,747,4,April,2021,386
1013,591,1,February,2020,233
1014,4575,2,June,2022,555
1015,1069,1,January,2020,662
1016,4871,2,February,2022,935
1017,423,1,December,2022,907
1018,5208,5,June,2023,755
1019,1698,1,February,2022,176
1020,445,4,October,2022,102
1021,3720,3,May,2020,427
1022,4454,2,November,2022,630
1023,5234,3,June,2021,464
1024,1960,2,December,2020,365
1025,3866,4,November,2021,720
1026,1307,1,August,2023,833
1027,2048,5,August,2022,391
1028,3318,3,May,2020,168
1029,2499,2,December,2023,530
1030,1380,4,December,2022,897
1031,259,3,August,2023,535
1032,444,1,May,2020,755
1033,4529,2,October,2021,930
1034,553,1,June,2022,234
1035,4324,3,June,2022,266
1036,4960,1,April,2022,365
1037,3131,4,April,2022,784
1038,609,4,December,2021,443
1039,695,5,May,2023,547
1040,5420,2,April,2023,946
1041,4460,2,March,2020,616
1042,950,3,June,2021,925
1043,2411,1,October,2021,775
1044,5098,1,December,2022,188
1045,4070,5,September,2020,740
1046,757,2,September,2020,374
1047,691,2,July,2023,331
1048,426,3,October,2020,286
1049,926,2,October,2022,587
1050,1867,5,March,2023,408
1051,184,3,April,2020,377
1052,4755,2,September,2020,653
1053,3499,3,November,2022,301
1054,4154,4,January,2022,163
1055,5032,3,May,2023,235
1056,1909,5,August,2020,523
1057,2868,3,April,2023,244
1058,5349,3,September,2022,288
1059,3020,2,February,2021,160
1060,1579,4,October,2020,402
1061,2787,3,September,2020,348
1062,3251,1,December,2023,751
1063,4519,3,January,2020,989
1064,2953,2,November,2020,699
1065,4249,3,August,2023,744
1066,2214,4,March,2021,752
1067,4327,4,November,2022,245
1068,3210,3,October,2020,783
1069,2349,1,July,2020,498
1070,4167,4,December,2023,217
1071,750,3,December,2021,561
1072,64,3,February,2020,231
1073,4230,5,August,2022,494
1074,4902,1,August,2023,261
1075,1745,5,March,2022,156
1076,309,4,November,2022,572
1077,3201,5,September,2023,940
1078,3188,5,June,2022,322
1079,2937,4,August,2022,278
1080,2457,4,November,2021,968
1081,1670,2,December,2022,163
1082,5066,1,September,2022,480
1083,890,3,December,2023,249
1084,5369,2,December,2020,778
1085,1002,2,September,2022,319
1086,2962,5,September,2021,185
1087,4694,2,November,2023,140
1088,2110,2,January,2022,641
1089,2724,5,February,2021,663
1090,4582,3,July,2021,221
1091,5010,5,February,2021,747
1092,2392,4,July,2021,843
1093,1172,2,December,2020,553
1094,5177,1,August,2023,144
1095,1169,4,December,2023,646
1096,3453,1,August,2023,858
1097,3815,4,February,2023,618
1098,4972,5,December,2023,360
1099,970,5,February,2023,993
1100,2643,4,May,2021,864
1101,4413,2,November,2022,441
1102,4834,4,March,2023,799
1103,191,1,July,2020,474
1104,2390,5,October,2022,576
1105,4913,1,December,2020,199
1106,2339,1,November,2021,919
1107,1457,1,December,2021,790
1108,4130,1,May,2023,139
1109,4681,2,May,2021,577
1110,1079,4,January,2023,850
1111,3372,5,March,2020,398
1112,4009,1,December,2021,202
1113,2809,1,March,2020,711
1114,1759,3,October,2021,136
1115,462,4,September,2020,626
1116,838,3,June,2023,884
1117,438,2,August,2023,975
1118,1993,1,August,2023,364
1119,2928,5,October,2023,446
1120,2035,4,September,2020,461
1121,4514,3,December,2022,281
1122,3732,2,October,2021,138
1123,4840,1,August,2020,542
1124,1065,3,December,2022,672
1125,1060,3,December,2022,674
1126,2771,5,January,2020,733
1127,2642,2,August,2021,612
1128,165,5,April,2023,239
1129,3123,5,November,2023,824
1130,745,4,August,2023,212
1131,1294,2,January,2021,886
1132,3200,1,December,2022,354
1133,2400,2,April,2023,134
1134,157,1,December,2023,391
1135,2206,1,January,2023,874
1136,839,4,January,2021,605
1137,1966,2,May,2023,827
1138,4302,3,November,2020,144
1139,4136,2,December,2023,292
1140,3161,3,August,2020,890
1141,5197,5,March,2023,541
1142,2518,1,August,2022,868
1143,4850,1,April,2021,910
1144,4111,4,January,2021,585
1145,2109,4,June,2020,986
1146,4820,1,November,2021,599
1147,1326,1,January,2020,166
1148,1343,3,March,2020,206
1149,1688,5,February,2021,356
1150,4909,1,October,2023,737
1151,2851,1,October,2021,768
1152,1335,1,June,2021,914
1153,3558,3,March,2022,638
1154,3473,3,January,2020,799
1155,5246,3,August,2022,422
1156,2093,5,February,2023,392
1157,1282,5,April,2023,107
1158,1079,5,September,2023,912
1159,1165,1,November,2020,975
1160,3116,3,November,2022,830
1161,829,5,November,2023,207
1162,345,2,October,2021,806
1163,2536,3,July,2021,669
1164,4800,3,February,2022,331
1165,2591,4,October,2021,426
1166,2896,2,April,2020,619
1167,3131,1,May,2023,150
1168,3124,4,October,2021,561
1169,3951,3,June,2023,934
1170,2564,1,July,2020,584
1171,293,4,January,2023,423
1172,3788,1,March,2023,606
1173,2163,3,January,2020,663
1174,2983,3,November,2021,448
1175,5146,4,March,2020,881
1176,3506,3,February,2022,481
1177,227,4,June,2022,144
1178,2655,5,August,2022,820
1179,213,3,September,2023,703
1180,4937,5,June,2023,580
1181,824,2,April,2021,811
1182,3341,2,May,2020,798
1183,2940,1,July,2021,371
1184,1402,5,December,2023,782
1185,249,5,November,2021,834
1186,2996,2,November,2022,585
1187,3827,2,December,2020,996
1188,119,1,January,2022,809
1189,5056,4,May,2020,278
1190,2807,4,October,2020,179
1191,2011,5,October,2023,332
1192,1659,5,October,2021,866
1193,5363,3,October,2020,784
1194,1970,4,June,2020,635
1195,3322,1,January,2023,858
1196,599,3,March,2022,276
1197,2373,5,October,2020,182
1198,4959,2,October,2021,481
1199,5143,2,October,2022,507
1200,4911,3,August,2020,154
1201,4804,5,August,2021,685
1202,3761,3,September,2023,220
1203,3815,1,November,2022,493
1204,4681,1,July,2021,353
1205,2496,5,August,2023,875
1206,3757,4,September,2022,314
1207,3011,1,January,2021,359
1208,1559,5,May,2021,560
1209,4897,1,September,2021,561
1210,4818,5,May,2022,416
1211,3634,1,September,2021,999
1212,1433,1,March,2020,215
1213,2389,5,May,2020,703
1214,797,1,December,2023,522
1215,1205,1,October,2022,866
1216,1118,1,November,2022,263
1217,4411,1,June,2020,447
1218,5470,2,April,2020,443
1219,2088,4,July,2022,968
1220,3319,4,July,2023,214
1221,1539,2,September,2022,945
1222,4319,4,September,2022,232
1223,1354,3,April,2022,870
1224,2151,5,August,2023,518
1225,75,4,December,2021,201
1226,2351,3,November,2021,522
1227,929,3,November,2021,268
1228,4188,2,February,2022,192
1229,3377,2,August,2023,151
1230,5265,2,December,2023,722
1231,4905,4,April,2021,684
1232,4299,1,June,2020,105
1233,1799,4,March,2021,265
1234,1088,4,May,2021,297
1235,4240,1,March,2020,827
1236,2013,4,July,2020,244
1237,2296,4,August,2023,776
1238,268,5,September,2020,756
1239,4809,1,March,2021,794
1240,98,2,April,2020,292
1241,2853,5,June,2023,858
1242,5097,4,April,2021,623
1243,1861,1,October,2021,838
1244,504,3,August,2022,612
1245,2840,2,June,2020,453
1246,2481,2,August,2021,177
1247,2699,5,February,2020,237
1248,5448,2,January,2022,940
1249,3081,4,February,2023,184
1250,4951,3,July,2021,611
1251,3799,3,January,2023,919
1252,1009,2,November,2022,161
1253,767,3,September,2021,765
1254,3047,5,June,2020,968
1255,4701,4,July,2022,586
1256,2824,1,February,2021,860
1257,5493,2,June,2022,227
1258,1907,2,May,2021,564
1259,3618,1,October,2021,272
1260,614,4,February,2020,873
1261,1,1,March,2020,109
1262,1999,3,October,2022,968
1263,5126,2,November,2022,315
1264,2586,2,September,2022,465
1265,5411,3,October,2020,430
1266,4854,2,August,2023,221
1267,5138,2,February,2021,713
1268,3181,5,August,2023,760
1269,287,1,May,2022,524
1270,117,2,August,2021,289
1271,5124,2,December,2020,917
1272,215,4,February,2020,530
1273,234,1,May,2022,405
1274,968,2,July,2022,430
1275,1333,3,May,2020,527
1276,3542,5,February,2022,374
1277,1811,5,August,2020,638
1278,4126,2,June,2020,221
1279,1913,4,June,2023,883
1280,2737,2,November,2022,682
1281,5345,3,May,2023,136
1282,5376,4,March,2020,135
1283,2478,2,August,2021,448
1284,4803,4,July,2021,874
1285,228,1,January,2023,293
1286,4331,1,September,2020,830
1287,109,5,October,2020,141
1288,2498,3,March,2020,244
1289,611,5,May,2020,714
1290,443,2,September,2020,904
1291,5284,3,September,2022,517
1292,94,5,January,2022,803
1293,777,4,October,2022,966
1294,1005,4,December,2020,268
1295,3011,2,November,2021,343
1296,753,5,April,2020,989
1297,4881,4,May,2022,597
1298,835,1,October,2021,370
1299,829,3,May,2023,605
1300,358,1,November,2022,274
1301,4044,4,December,2023,230
1302,2671,1,October,2021,437
1303,4355,1,February,2023,297
1304,4833,5,October,2021,495
1305,2404,5,February,2022,965
1306,5263,4,March,2022,188
1307,1327,3,July,2023,340
1308,905,4,January,2021,743
1309,1487,5,September,2023,633
1310,4035,4,June,2022,544
1311,1663,3,January,2020,371
1312,264,5,August,2021,811
1313,1024,2,January,2020,313
1314,1259,4,March,2020,727
1315,1378,2,November,2023,460
1316,3089,5,July,2021,680
1317,332,3,January,2022,857
1318,941,1,October,2022,284
1319,1221,5,September,2021,281
1320,324,4,December,2021,677
1321,1528,3,March,2022,696
1322,1686,3,September,2023,195
1323,5216,1,February,2022,902
1324,1755,1,July,2020,358
1325,5249,1,December,2021,188
1326,5001,4,December,2020,815
1327,1519,2,October,2023,799
1328,299,1,September,2021,946
1329,4376,4,December,2021,955
1330,93,5,August,2020,191
1331,3139,1,October,2020,530
1332,3009,2,August,2023,340
1333,712,4,November,2023,720
1334,4482,3,October,2023,329
1335,3918,3,June,2022,187
1336,1798,5,July,2023,771
1337,4970,3,January,2021,369
1338,3282,1,March,2022,263
1339,4845,5,February,2021,399
1340,5142,3,May,2021,508
1341,2586,3,July,2023,517
1342,4196,2,July,2022,380
1343,1094,5,August,2022,752
1344,1585,1,February,2021,145
1345,307,1,February,2022,360
1346,284,2,May,2020,479
1347,1041,5,October,2021,913
1348,32,4,January,2023,929
1349,3686,5,June,2020,644
1350,807,1,January,2021,321
1351,2418,5,June,2021,537
1352,6,5,March,2020,979
1353,143,4,December,2022,526
1354,5109,2,December,2021,429
1355,5345,1,February,2021,500
1356,4189,5,August,2021,389
1357,2081,3,June,2021,360
1358,4856,4,February,2023,720
1359,3107,5,June,2020,402
1360,1253,2,May,2022,716
1361,1557,4,March,2021,152
1362,3596,1,September,2022,723
1363,2285,1,October,2022,207
1364,1453,4,November,2023,406
1365,5366,4,March,2021,960
1366,4798,3,December,2023,658
1367,2110,5,October,2022,338
1368,4696,2,March,2022,398
1369,2440,2,August,2021,386
1370,4011,1,August,2022,389
1371,4445,1,March,2023,951
1372,3640,5,March,2023,565
1373,2204,3,November,2023,705
1374,3726,1,December,2022,691
1375,3329,3,February,2021,250
1376,2331,2,September,2021,638
1377,855,2,January,2022,153
1378,1559,1,May,2021,852
1379,469,3,November,2023,389
1380,4940,4,January,2021,631
1381,1047,4,February,2022,326
1382,391,3,August,2023,897
1383,3429,5,July,2021,241
1384,905,3,December,2023,597
1385,4657,2,August,2022,266
1386,3535,4,March,2021,508
1387,3252,2,November,2020,258
1388,4078,4,November,2023,405
1389,97,5,May,2022,656
1390,4013,1,May,2022,775
1391,564,2,October,2023,596
1392,3215,2,August,2022,444
1393,4506,4,July,2022,963
1394,1838,2,May,2022,459
1395,3093,4,December,2022,112
1396,5057,3,October,2022,183
1397,2897,5,August,2021,374
1398,2206,2,December,2021,883
1399,3037,1,August,2022,636
1400,3468,3,August,2023,381
1401,1535,1,September,2020,761
1402,336,2,April,2022,200
1403,854,1,August,2020,923
1404,4804,2,March,2022,543
1405,2724,4,October,2021,673
1406,3536,1,May,2022,396
1407,5363,2,December,2023,849
1408,4297,2,December,2022,550
1409,4044,4,November,2022,290
1410,2442,2,August,2021,384
1411,3087,4,May,2022,122
1412,444,5,November,2023,774
1413,3297,3,April,2021,936
1414,1464,5,November,2022,255
1415,4249,4,August,2021,275
1416,5105,1,July,2023,848
1417,1274,3,February,2021,288
1418,347,2,January,2022,869
1419,1292,5,March,2021,270
1420,111,1,October,2021,189
1421,1908,2,November,2020,158
1422,5378,2,May,2023,782
1423,2277,4,August,2023,349
1424,2925,5,February,2023,495
1425,3346,2,August,2021,759
1426,1368,2,January,2021,789
1427,4994,2,October,2020,457
1428,3124,5,October,2020,531
1429,1969,3,August,2022,728
1430,2192,2,November,2021,359
1431,1962,2,February,2022,679
1432,1514,5,January,2023,117
1433,534,3,September,2022,649
1434,4401,3,November,2021,962
1435,3342,5,July,2020,645
1436,2193,4,May,2020,906
1437,5144,3,February,2023,823
1438,747,5,March,2020,660
1439,23,2,February,2023,687
1440,530,2,October,2023,799
1441,3856,3,September,2020,431
1442,3139,1,June,2023,129
1443,1912,5,May,2021,851
1444,4151,1,November,2023,874
1445,5226,4,March,2020,407
1446,1278,4,January,2021,525
1447,288,1,July,2020,926
1448,423,5,April,2023,880
1449,4406,5,December,2023,820
1450,2795,3,June,2020,867
1451,2698,5,May,2020,816
1452,3466,5,November,2023,879
1453,2099,4,October,2021,526
1454,4092,2,August,2023,799
1455,3962,1,July,2023,656
1456,5379,2,February,2020,931
1457,5076,4,August,2021,584
1458,2258,1,March,2020,886
1459,231,3,March,2021,930
1460,770,2,January,2022,424
1461,2775,2,September,2023,405
1462,3880,3,July,2021,550
1463,2413,3,November,2021,974
1464,556,4,January,2021,939
1465,5006,5,November,2022,219
1466,2040,3,January,2022,988
1467,525,1,July,2022,610
1468,2828,2,August,2021,193
1469,811,4,November,2022,261
1470,3187,2,March,2020,322
1471,2218,3,November,2020,309
1472,2694,5,July,2020,394
1473,3396,1,February,2023,333
1474,3898,2,August,2021,631
1475,4678,4,December,2020,794
1476,82,4,July,2023,509
1477,3338,5,April,2023,930
1478,2596,5,September,2020,580
1479,54,4,September,2023,859
1480,1771,5,April,2020,370
1481,5199,5,November,2022,719
1482,1956,1,July,2020,317
1483,1545,1,September,2022,157
1484,661,2,May,2020,640
1485,4380,3,July,2020,139
1486,4687,5,December,2020,117
1487,1518,4,November,2020,605
1488,3372,1,June,2023,620
1489,5377,3,July,2023,539
1490,2913,2,December,2021,968
1491,1929,4,July,2023,490
1492,2170,2,November,2023,692
1493,5175,5,December,2023,486
1494,3679,5,April,2023,246
1495,2028,3,April,2021,910
1496,4257,4,October,2023,144
1497,657,3,June,2022,330
1498,300,1,October,2021,825
1499,236,5,September,2020,310
1500,1853,1,August,2023,615
1501,737,2,August,2022,626
1502,3593,3,October,2023,181
1503,2966,5,March,2022,849
1504,4937,2,October,2021,608
1505,615,1,January,2023,888
1506,4146,5,March,2021,251
1507,1282,1,May,2020,864
1508,2395,1,November,2021,484
1509,1539,2,May,2021,278
1510,4077,1,August,2021,471
1511,1146,2,October,2023,719
1512,2138,2,September,2022,344
1513,4693,3,February,2023,934
1514,4618,2,March,2022,693
1515,427,4,March,2022,221
1516,1394,5,March,2021,748
1517,3481,4,September,2023,346
1518,5054,3,December,2021,166
1519,2643,5,June,2022,349
1520,7,4,January,2022,277
1521,1680,2,April,2023,885
1522,5155,1,February,2023,766
1523,3722,1,June,2023,484
1524,5456,4,November,2021,338
1525,907,5,August,2021,398
1526,2286,2,March,2021,943
1527,1434,4,April,2023,911
1528,5454,5,March,2023,178
1529,2071,1,March,2023,229
1530,3396,4,January,2023,362
1531,2759,5,November,2021,131
1532,4174,4,August,2023,152
1533,3560,1,December,2022,869
1534,3668,4,January,2020,582
1535,1822,1,November,2022,487
1536,4345,1,May,2021,495
1537,3549,5,February,2020,813
1538,3473,1,December,2023,430
1539,909,1,May,2020,366
1540,2510,3,November,2020,482
1541,1576,1,November,2022,960
1542,5166,4,September,2020,234
1543,156,5,November,2023,526
1544,3162,3,December,2020,439
1545,4519,1,May,2023,602
1546,3180,2,March,2021,886
1547,1018,2,November,2023,557
1548,2515,4,April,2021,666
1549,4262,5,November,2023,587
1550,4001,4,January,2022,615
1551,4481,4,March,2020,613
1552,418,5,October,2020,494
1553,5031,1,March,2022,480
1554,2537,4,March,2022,405
1555,1820,4,January,2022,215
1556,3184,3,July,2021,175
1557,831,2,September,2022,946
1558,2280,2,September,2023,278
1559,4621,2,August,2021,909
1560,5464,5,December,2020,478
1561,3337,4,March,2021,212
1562,5213,4,December,2021,602
1563,461,2,June,2022,914
1564,4621,4,August,2020,178
1565,4808,1,October,2023,876
1566,1318,5,May,2021,749
1567,5431,2,November,2020,580
1568,5271,4,January,2020,965
1569,5066,3,February,2023,510
1570,3988,2,January,2021,732
1571,4502,1,August,2021,709
1572,4480,3,December,2022,954
1573,816,3,December,2022,808
1574,2663,5,July,2020,601
1575,168,1,October,2021,182
1576,4486,2,January,2023,368
1577,510,4,January,2021,319
1578,2310,5,February,2021,901
1579,2732,2,October,2020,801
1580,315,4,February,2023,178
1581,3133,4,July,2021,943
1582,4446,3,January,2023,551
1583,3185,1,April,2021,357
1584,3751,5,April,2020,229
1585,3467,2,July,2023,348
1586,1540,2,December,2021,995
1587,5473,4,November,2023,966
1588,1193,3,September,2022,662
1589,759,1,December,2021,259
1590,1303,3,April,2023,740
1591,4831,2,January,2023,795
1592,1902,1,July,2021,434
1593,4716,2,February,2021,373
1594,3451,3,August,2021,412
1595,624,1,June,2023,942
1596,4977,2,January,2022,322
1597,4815,2,July,2020,449
1598,5093,3,June,2022,510
1599,3734,3,December,2023,772
1600,1184,1,November,2022,667
1601,1565,3,July,2023,498
1602,3963,5,February,2021,489
1603,1393,4,July,2021,162
1604,1306,4,April,2023,944
1605,3249,4,March,2021,772
1606,1313,2,June,2021,420
1607,1271,4,December,2020,114
1608,2764,2,February,2020,267
1609,192,3,March,2023,415
1610,2453,5,April,2021,823
1611,3903,2,July,2021,948
1612,2169,4,December,2022,482
1613,4507,4,October,2022,811
1614,4100,5,March,2020,591
1615,4029,1,March,2023,401
1616,5019,1,May,2020,640
1617,3820,1,October,2023,710
1618,1168,4,April,2021,473
1619,1838,5,August,2021,606
1620,5222,1,June,2021,441
1621,2780,5,February,2023,938
1622,1986,1,April,2023,562
1623,4023,1,August,2023,960
1624,1744,2,October,2022,286
1625,4762,3,August,2020,938
1626,1166,3,April,2020,235
1627,3555,2,November,2023,331
1628,309,4,September,2022,736
1629,338,5,March,2022,553
1630,4541,4,February,2020,123
1631,2494,1,March,2023,347
1632,342,3,April,2020,454
1633,5496,2,September,2020,176
1634,928,4,July,2023,157
1635,2965,3,August,2023,328
1636,1680,3,December,2020,726
1637,1471,3,July,2021,653
1638,3824,5,April,2020,414
1639,1907,3,December,2023,839
1640,2810,1,December,2022,445
1641,395,4,June,2023,400
1642,4577,4,September,2021,301
1643,526,5,January,2020,643
1644,4940,1,June,2020,158
1645,5258,3,April,2020,306
1646,771,4,April,2021,336
1647,586,2,May,2020,764
1648,53,4,February,2020,641
1649,1814,2,July,2020,856
1650,4395,5,February,2023,525
1651,2862,1,April,2022,635
1652,3702,5,October,2023,738
1653,300,4,March,2022,437
1654,2267,3,June,2022,575
1655,85,5,December,2022,571
1656,4843,1,June,2022,718
1657,2099,5,July,2021,391
1658,1590,3,July,2021,942
1659,1583,5,July,2023,957
1660,2129,3,May,2021,678
1661,5069,2,November,2021,768
1662,3335,5,August,2023,861
1663,3227,2,April,2020,657
1664,2859,3,March,2021,985
1665,2815,2,October,2022,778
1666,4654,1,July,2021,491
1667,2138,2,November,2022,200
1668,2095,4,August,2020,383
1669,3954,3,March,2021,852
1670,4599,1,January,2020,903
1671,2603,1,December,2021,702
1672,3820,2,June,2021,633
1673,477,4,October,2021,591
1674,3565,2,August,2021,651
1675,4750,2,January,2023,119
1676,5492,5,March,2020,142
1677,4947,3,June,2022,546
1678,5386,1,July,2023,274
1679,5345,3,August,2020,245
1680,1153,1,November,2020,520
1681,4611,2,November,2021,203
1682,581,2,April,2023,916
1683,4634,4,August,2021,677
1684,3163,5,November,2020,256
1685,2723,2,May,2022,620
1686,1767,4,March,2022,788
1687,4875,4,January,2023,147
1688,15,4,June,2023,416
1689,3783,3,March,2023,649
1690,1352,4,February,2023,421
1691,1375,1,March,2021,318
1692,3243,4,July,2023,619
1693,2835,4,November,2023,706
1694,267,4,October,2022,298
1695,1970,3,May,2023,838
1696,3176,3,June,2022,939
1697,655,1,July,2022,827
1698,1070,2,November,2023,367
1699,2949,3,May,2020,671
1700,3527,1,March,2020,500
1701,1033,3,December,2022,253
1702,2825,2,April,2020,359
1703,2865,1,May,2020,257
1704,1135,1,September,2023,376
1705,1260,1,August,2022,960
1706,1731,1,December,2021,356
1707,5162,4,June,2021,699
1708,3226,5,May,2022,772
1709,3219,5,July,2020,234
1710,2802,5,July,2021,776
1711,4044,4,May,2023,147
1712,931,1,July,2020,608
1713,2451,2,October,2020,401
1714,1120,5,October,2022,450
1715,145,2,August,2023,671
1716,4502,5,September,2022,371
1717,2002,2,August,2020,262
1718,1810,2,May,2023,857
1719,2216,4,April,2023,730
1720,5370,3,June,2020,153
1721,3462,5,May,2020,672
1722,4353,4,February,2020,300
1723,3142,4,September,2022,953
1724,493,5,July,2021,847
1725,2447,4,November,2022,161
1726,819,5,October,2023,261
1727,3085,2,June,2022,729
1728,11,4,June,2022,695
1729,5343,4,July,2020,414
1730,5094,5,November,2020,658
1731,1929,2,July,2021,362
1732,4712,4,May,2021,225
1733,1887,4,August,2023,624
1734,2955,2,July,2021,500
1735,4413,1,October,2023,683
1736,3714,4,October,2023,533
1737,2634,3,March,2021,379
1738,2135,2,April,2022,274
1739,4819,4,February,2021,119
1740,660,3,April,2022,535
1741,4931,1,December,2021,841
1742,396,3,January,2023,340
1743,2800,1,July,2020,343
1744,1095,2,February,2022,654
1745,2186,4,June,2023,180
1746,2385,2,February,2023,757
1747,3213,2,April,2020,454
1748,2282,1,June,2023,434
1749,4286,1,May,2023,355
1750,1644,4,December,2020,798
1751,784,1,January,2021,654
1752,2037,4,February,2023,242
1753,266,4,December,2021,191
1754,3390,2,December,2021,681
1755,4864,4,November,2020,374
1756,497,2,January,2020,116
1757,1305,4,April,2020,616
1758,3597,3,March,2021,252
1759,4919,2,March,2023,730
1760,833,5,June,2020,273
1761,1359,1,January,2020,596
1762,2182,5,October,2021,852
1763,4198,4,October,2022,874
1764,376,3,December,2023,235
1765,2685,3,June,2022,374
1766,4847,4,April,2020,523
1767,1187,3,December,2023,521
1768,1960,2,September,2021,552
1769,4248,4,September,2021,328
1770,2109,5,November,2020,484
1771,1952,3,May,2023,390
1772,2053,2,February,2021,586
1773,3642,3,March,2022,910
1774,4810,4,September,2023,198
1775,3324,4,February,2020,434
1776,631,3,November,2020,552
1777,5172,3,May,2022,894
1778,4869,4,December,2023,650
1779,2224,4,September,2020,996
1780,1039,4,April,2020,317
1781,304,5,March,2023,893
1782,3200,4,September,2022,170
1783,4625,4,May,2023,252
1784,248,1,March,2021,682
1785,3420,2,October,2023,365
1786,1336,5,September,2023,607
1787,2935,3,July,2020,326
1788,1053,1,September,2021,160
1789,1879,4,September,2020,286
1790,3043,4,January,2023,382
1791,1795,1,August,2022,688
1792,750,2,May,2023,120
1793,377,5,October,2020,934
1794,5206,3,July,2023,891
1795,3963,3,July,2023,313
1796,2063,1,November,2020,642
1797,2247,4,February,2022,517
1798,353,3,February,2021,676
1799,3028,1,December,2020,568
1800,3232,5,July,2022,370
1801,98,2,June,2020,922
1802,1887,1,April,2022,549
1803,1105,1,February,2021,826
1804,4033,4,August,2022,307
1805,3934,1,February,2020,939
1806,760,4,August,2022,232
1807,5169,1,January,2022,265
1808,1673,3,June,2021,661
1809,3789,3,September,2020,522
1810,4271,3,July,2023,306
1811,2534,3,August,2021,395
1812,333,5,July,2023,345
1813,3806,3,May,2022,950
1814,4610,2,August,2021,231
1815,2519,1,April,2020,232
1816,2679,4,May,2020,993
1817,4266,2,February,2023,698
1818,1346,5,September,2023,359
1819,2819,3,May,2020,464
1820,3459,4,June,2022,558
1821,265,2,November,2021,635
1822,3908,4,February,2021,736
1823,1582,3,March,2022,472
1824,3048,4,June,2023,938
1825,1320,3,February,2022,447
1826,4070,2,May,2023,879
1827,4363,2,February,2022,595
1828,1020,4,April,2021,906
1829,3227,1,June,2022,182
1830,3778,2,July,2021,985
1831,3,4,March,2021,619
1832,1204,5,August,2022,407
1833,4666,3,November,2021,343
1834,3700,4,January,2023,552
1835,2440,4,April,2022,595
1836,3741,1,March,2022,518
1837,2425,5,September,2023,308
1838,4146,5,November,2022,184
1839,2419,1,July,2021,384
1840,3101,2,September,2021,450
1841,1360,3,December,2022,163
1842,3501,5,September,2023,783
1843,3862,2,December,2023,996
1844,3937,5,September,2021,538
1845,1082,5,March,2021,156
1846,5477,2,August,2023,573
1847,2288,5,August,2020,125
1848,4560,1,May,2022,763
1849,722,1,February,2022,503
1850,2618,2,June,2020,805
1851,5183,2,April,2022,143
1852,153,2,January,2023,530
1853,1541,3,August,2020,229
1854,1598,5,July,2022,794
1855,2332,5,September,2022,943
1856,4878,1,October,2020,727
1857,1070,2,November,2020,155
1858,1306,4,December,2021,456
1859,3990,2,December,2021,576
1860,1460,4,October,2022,566
1861,3166,5,December,2020,721
1862,703,1,June,2021,751
1863,1341,5,December,2020,871
1864,3335,3,May,2020,314
1865,2780,2,November,2021,308
1866,4593,4,September,2021,722
1867,1297,3,August,2021,514
1868,1038,4,April,2020,902
1869,767,1,June,2022,811
1870,1870,5,June,2020,809
1871,1953,3,May,2023,313
1872,2197,1,January,2022,863
1873,3173,4,October,2023,166
1874,3212,4,May,2023,621
1875,1552,1,September,2021,606
1876,4636,1,December,2023,487
1877,3338,2,July,2022,532
1878,3730,4,July,2020,370
1879,3336,2,February,2021,379
1880,4818,2,December,2023,419
1881,1496,5,October,2023,241
1882,3673,1,June,2023,957
1883,558,1,March,2021,389
1884,3190,4,September,2023,341
1885,1217,3,June,2022,427
1886,1627,3,October,2021,713
1887,3320,5,April,2020,843
1888,4685,3,July,2023,982
1889,452,2,March,2021,473
1890,4834,1,February,2022,387
1891,2584,3,May,2022,741
1892,3482,3,April,2021,507
1893,3990,1,October,2023,849
1894,3799,4,July,2021,446
1895,4935,1,December,2020,418
1896,2173,5,November,2023,615
1897,3260,5,April,2021,796
1898,2690,5,September,2021,892
1899,3107,4,June,2021,464
1900,4099,5,May,2023,673
1901,4634,5,January,2022,596
1902,3766,5,May,2020,648
1903,4375,3,July,2022,223
1904,5333,5,November,2021,454
1905,1082,4,August,2020,596
1906,2206,4,June,2022,308
1907,47,5,December,2020,422
1908,3118,3,April,2020,980
1909,859,4,June,2023,556
1910,1096,4,December,2023,380
1911,3064,4,June,2022,246
1912,5240,2,January,2020,639
1913,4767,4,August,2022,989
1914,843,4,April,2021,385
1915,4938,2,July,2022,854
1916,3048,1,March,2023,793
1917,5143,4,February,2023,814
1918,4467,1,June,2022,661
1919,2415,5,August,2023,744
1920,185,1,September,2022,739
1921,1283,4,February,2023,902
1922,316,3,October,2022,650
1923,324,2,September,2020,528
1924,3042,1,September,2022,272
1925,5433,4,October,2021,983
1926,3159,5,January,2022,442
1927,2522,5,January,2023,481
1928,2998,3,February,2023,355
1929,4628,3,July,2021,898
1930,1648,3,August,2023,822
1931,3605,2,May,2020,867
1932,1308,2,July,2020,508
1933,1726,3,June,2020,902
1934,3225,1,September,2021,192
1935,3429,3,September,2022,409
1936,1669,2,February,2021,367
1937,2434,2,May,2020,974
1938,2116,2,September,2021,210
1939,1273,2,August,2022,193
1940,4559,1,January,2021,784
1941,4788,4,September,2022,486
1942,1300,3,April,2020,191
1943,1088,2,March,2020,275
1944,242,5,November,2022,852
1945,4242,2,February,2023,451
1946,4940,4,October,2020,929
1947,2312,4,April,2020,628
1948,3237,4,November,2020,158
1949,1927,3,July,2021,232
1950,2005,2,June,2021,935
1951,5459,4,March,2022,784
1952,1194,2,August,2020,221
