StudentID,Age,Gender,YearInSchool,Major
903,23,Female,Junior,Arts
904,24,Female,Freshman,Business
905,18,Female,Junior,Business
906,20,Other,Senior,Science
907,21,Male,Freshman,Business
908,24,Female,Sophomore,Engineering
909,21,Other,Junior,Arts
910,21,Female,Sophomore,Engineering
911,19,Male,Senior,Science
912,24,Male,Junior,Arts
913,21,Male,Junior,Business
914,20,Male,Senior,Science
915,20,Other,Freshman,Engineering
916,20,Male,Senior,Engineering
917,24,Female,Freshman,Science
918,22,Male,Sophomore,Arts
919,21,Other,Junior,Business
920,24,Male,Junior,Business
921,18,Female,Sophomore,Science
922,22,Other,Freshman,Arts
923,23,Other,Senior,Science
924,19,Female,Sophomore,Business
925,20,Male,Junior,Business
926,19,Male,Senior,Business
927,22,Male,Junior,Engineering
928,24,Male,Senior,Business
929,19,Male,Senior,Science
930,22,Male,Senior,Science
931,23,Male,Junior,Engineering
932,24,Other,Sophomore,Business
933,19,Male,Senior,Engineering
934,20,Male,Junior,Arts
935,24,Male,Sophomore,Science
936,23,Female,Sophomore,Engineering
937,24,Male,Junior,Arts
938,24,Other,Freshman,Science
939,24,Male,Senior,Science
940,21,Other,Senior,Science
941,20,Female,Sophomore,Business
942,23,Female,Senior,Science
943,24,Other,Junior,Business
944,20,Other,Sophomore,Business
945,20,Female,Junior,Engineering
946,21,Other,Freshman,Arts
947,20,Male,Freshman,Engineering
948,22,Female,Sophomore,Business
949,23,Female,Senior,Arts
950,19,Other,Senior,Business
951,21,Male,Senior,Arts
952,18,Male,Senior,Business
953,23,Female,Senior,Science
954,22,Other,Junior,Engineering
955,23,Male,Sophomore,Business
956,21,Male,Sophomore,Business
957,19,Other,Freshman,Arts
958,21,Other,Freshman,Arts
959,24,Female,Senior,Science
960,22,Male,Senior,Business
961,22,Female,Sophomore,Business
962,23,Female,Sophomore,Business
963,18,Other,Senior,Science
964,20,Male,Junior,Business
965,19,Other,Junior,Science
966,23,Other,Freshman,Science
967,24,Female,Senior,Business
968,22,Male,Junior,Business
969,22,Other,Sophomore,Science
970,19,Female,Junior,Engineering
971,23,Male,Freshman,Arts
972,24,Other,Junior,Arts
973,22,Male,Junior,Business
974,18,Female,Sophomore,Arts
975,18,Female,Junior,Business
976,20,Other,Junior,Arts
977,24,Female,Sophomore,Science
978,23,Female,Junior,Engineering
979,23,Female,Freshman,Arts
980,23,Male,Senior,Arts
981,21,Other,Senior,Business
982,19,Other,Junior,Science
983,18,Female,Freshman,Arts
984,18,Female,Sophomore,Engineering
985,18,Male,Freshman,Arts
986,18,Other,Freshman,Arts
987,24,Male,Freshman,Science
988,20,Other,Junior,Arts
989,22,Other,Sophomore,Engineering
990,23,Male,Senior,Engineering
991,18,Male,Junior,Engineering
992,23,Female,Junior,Engineering
993,20,Other,Junior,Business
994,24,Female,Freshman,Science
995,21,Other,Sophomore,Business
996,23,Female,Junior,Business
997,22,Female,Sophomore,Business
998,21,Other,Sophomore,Arts
999,22,Female,Freshman,Business
1000,23,Male,Senior,Science
1001,22,Male,Junior,Arts
1002,22,Female,Sophomore,Arts
1003,20,Other,Junior,Business
1004,19,Other,Junior,Science
1005,21,Other,Junior,Science
1006,22,Female,Sophomore,Science
1007,24,Male,Senior,Science
1008,22,Female,Freshman,Science
1009,18,Male,Sophomore,Engineering
1010,23,Female,Freshman,Business
1011,18,Female,Senior,Engineering
1012,20,Other,Freshman,Arts
1013,22,Male,Sophomore,Arts
1014,21,Female,Senior,Arts
1015,23,Male,Senior,Business
1016,21,Female,Sophomore,Science
1017,18,Male,Junior,Business
1018,18,Female,Freshman,Engineering
1019,19,Male,Sophomore,Engineering
1020,22,Other,Freshman,Engineering
1021,22,Male,Freshman,Business
1022,23,Female,Sophomore,Arts
1023,18,Male,Freshman,Engineering
1024,24,Female,Senior,Engineering
1025,18,Other,Senior,Arts
1026,18,Other,Sophomore,Engineering
1027,19,Female,Sophomore,Arts
1028,23,Male,Senior,Business
1029,19,Female,Sophomore,Arts
1030,19,Male,Junior,Science
1031,22,Male,Senior,Science
1032,24,Other,Junior,Arts
1033,24,Female,Junior,Arts
1034,24,Male,Freshman,Arts
1035,19,Male,Junior,Arts
1036,22,Male,Freshman,Engineering
1037,18,Female,Sophomore,Science
1038,22,Female,Freshman,Arts
1039,24,Male,Sophomore,Business
1040,21,Male,Sophomore,Science
1041,24,Male,Sophomore,Arts
1042,23,Other,Sophomore,Arts
1043,24,Other,Sophomore,Science
1044,20,Male,Sophomore,Arts
1045,24,Male,Junior,Arts
1046,24,Other,Freshman,Engineering
1047,18,Male,Senior,Science
1048,21,Female,Junior,Business
1049,20,Female,Junior,Science
1050,21,Other,Freshman,Arts
1051,24,Male,Junior,Engineering
1052,24,Female,Junior,Business
1053,20,Male,Sophomore,Engineering
1054,20,Other,Senior,Business
1055,24,Male,Sophomore,Engineering
1056,19,Male,Junior,Engineering
1057,21,Male,Freshman,Science
1058,23,Female,Sophomore,Business
1059,21,Female,Senior,Science
1060,18,Other,Senior,Arts
1061,23,Male,Junior,Business
1062,22,Male,Junior,Engineering
1063,23,Other,Senior,Business
1064,23,Female,Junior,Science
1065,23,Female,Sophomore,Business
1066,21,Female,Junior,Business
1067,21,Male,Junior,Science
1068,18,Female,Junior,Engineering
1069,18,Other,Freshman,Engineering
1070,19,Female,Sophomore,Science
1071,23,Male,Junior,Arts
1072,22,Male,Freshman,Science
1073,22,Male,Junior,Engineering
1074,19,Male,Senior,Arts
1075,23,Female,Junior,Engineering
1076,23,Female,Senior,Arts
1077,23,Other,Freshman,Business
1078,18,Male,Junior,Engineering
1079,24,Female,Junior,Arts
1080,18,Female,Freshman,Engineering
1081,18,Male,Senior,Science
1082,24,Female,Junior,Arts
1083,24,Female,Sophomore,Business
1084,21,Male,Freshman,Engineering
1085,22,Other,Junior,Business
1086,22,Other,Sophomore,Business
1087,20,Other,Junior,Business
1088,20,Other,Freshman,Science
1089,21,Other,Junior,Business
1090,21,Female,Senior,Science
1091,24,Female,Senior,Arts
1092,22,Female,Sophomore,Engineering
1093,23,Other,Senior,Business
1094,20,Female,Junior,Arts
1095,23,Other,Junior,Arts
1096,19,Female,Senior,Business
1097,18,Female,Junior,Arts
1098,22,Male,Sophomore,Arts
1099,19,Female,Sophomore,Arts
1100,21,Other,Junior,Science
1101,18,Male,Junior,Science
1102,21,Male,Freshman,Engineering
1103,20,Female,Freshman,Engineering
1104,24,Other,Sophomore,Arts
1105,23,Male,Freshman,Science
1106,19,Female,Junior,Business
1107,24,Female,Senior,Business
1108,24,Male,Freshman,Arts
1109,23,Other,Sophomore,Science
1110,24,Female,Sophomore,Engineering
1111,18,Female,Senior,Arts
1112,18,Female,Junior,Business
1113,21,Other,Sophomore,Engineering
1114,23,Other,Freshman,Business
1115,22,Female,Sophomore,Science
1116,19,Female,Junior,Business
1117,18,Other,Freshman,Science
1118,18,Female,Sophomore,Science
1119,23,Female,Freshman,Arts
1120,20,Other,Freshman,Engineering
1121,19,Male,Freshman,Science
1122,19,Male,Senior,Arts
1123,24,Female,Senior,Business
1124,18,Other,Junior,Engineering
1125,23,Female,Senior,Engineering
1126,19,Female,Sophomore,Science
1127,19,Female,Junior,Engineering
1128,18,Male,Junior,Engineering
1129,18,Male,Sophomore,Business
1130,21,Female,Senior,Business
1131,24,Other,Sophomore,Arts
1132,23,Male,Freshman,Science
1133,24,Other,Sophomore,Science
1134,21,Other,Senior,Arts
1135,24,Other,Senior,Arts
1136,23,Female,Sophomore,Science
1137,21,Male,Sophomore,Science
1138,21,Other,Sophomore,Arts
1139,19,Female,Junior,Arts
1140,20,Female,Senior,Arts
1141,18,Female,Sophomore,Science
1142,24,Other,Senior,Science
1143,18,Other,Freshman,Arts
1144,22,Female,Sophomore,Engineering
1145,20,Male,Senior,Business
1146,23,Female,Senior,Arts
1147,24,Other,Senior,Business
1148,20,Male,Sophomore,Arts
1149,18,Male,Freshman,Business
1150,20,Male,Senior,Science
1151,23,Female,Senior,Business
1152,24,Male,Junior,Engineering
1153,24,Male,Senior,Engineering
1154,22,Other,Junior,Engineering
1155,19,Female,Senior,Arts
1156,23,Male,Sophomore,Science
1157,21,Male,Freshman,Arts
1158,22,Other,Sophomore,Arts
1159,23,Other,Sophomore,Engineering
1160,23,Male,Junior,Science
1161,24,Male,Sophomore,Business
1162,21,Male,Freshman,Science
1163,18,Male,Freshman,Business
1164,19,Female,Senior,Business
1165,22,Male,Junior,Science
1166,20,Female,Junior,Arts
1167,19,Female,Sophomore,Arts
1168,22,Male,Senior,Arts
1169,19,Male,Freshman,Business
1170,18,Other,Freshman,Science
1171,24,Female,Freshman,Engineering
1172,20,Female,Sophomore,Business
1173,21,Male,Junior,Engineering
1174,21,Male,Freshman,Science
1175,23,Male,Sophomore,Science
1176,21,Male,Sophomore,Engineering
1177,23,Other,Sophomore,Engineering
1178,22,Male,Sophomore,Arts
1179,19,Other,Junior,Business
1180,20,Male,Senior,Engineering
1181,24,Male,Freshman,Engineering
1182,20,Female,Freshman,Engineering
1183,23,Male,Senior,Science
1184,22,Female,Senior,Arts
1185,20,Female,Freshman,Engineering
1186,20,Male,Senior,Science
1187,19,Other,Junior,Science
1188,19,Female,Sophomore,Engineering
1189,23,Male,Freshman,Business
1190,19,Other,Junior,Arts
1191,22,Female,Junior,Science
1192,23,Female,Sophomore,Science
1193,22,Female,Freshman,Engineering
1194,22,Female,Freshman,Science
1195,20,Other,Senior,Business
1196,21,Other,Sophomore,Arts
1197,20,Male,Freshman,Business
1198,19,Female,Junior,Engineering
1199,24,Female,Senior,Arts
1200,21,Female,Junior,Business
1201,18,Female,Senior,Engineering
1202,21,Female,Junior,Business
1203,19,Female,Junior,Engineering
1204,19,Other,Sophomore,Science
1205,19,Female,Sophomore,Business
1206,23,Other,Sophomore,Business
1207,24,Male,Freshman,Engineering
1208,19,Other,Senior,Business
1209,18,Male,Sophomore,Business
1210,23,Male,Senior,Science
1211,24,Other,Junior,Business
1212,21,Other,Sophomore,Science
1213,18,Female,Freshman,Engineering
1214,20,Female,Junior,Arts
1215,21,Male,Sophomore,Business
1216,20,Male,Junior,Science
1217,24,Other,Senior,Arts
1218,20,Male,Freshman,Business
1219,23,Female,Sophomore,Engineering
1220,20,Other,Sophomore,Science
1221,23,Female,Junior,Engineering
1222,19,Other,Senior,Arts
1223,24,Male,Freshman,Business
1224,21,Male,Sophomore,Engineering
1225,22,Female,Sophomore,Science
1226,24,Male,Sophomore,Business
1227,21,Other,Junior,Business
1228,24,Female,Senior,Business
1229,19,Female,Freshman,Engineering
1230,21,Male,Sophomore,Arts
1231,23,Male,Freshman,Business
1232,19,Other,Sophomore,Business
1233,21,Male,Freshman,Engineering
1234,21,Female,Freshman,Business
1235,23,Other,Senior,Science
1236,20,Female,Freshman,Science
1237,18,Female,Senior,Science
1238,21,Female,Freshman,Business
1239,22,Male,Sophomore,Science
1240,18,Other,Freshman,Science
1241,22,Other,Senior,Arts
1242,23,Male,Sophomore,Business
1243,21,Male,Sophomore,Arts
1244,24,Male,Freshman,Science
1245,19,Male,Junior,Business
1246,23,Female,Senior,Business
1247,24,Female,Senior,Arts
1248,21,Male,Senior,Engineering
1249,24,Female,Junior,Science
1250,20,Female,Junior,Science
1251,19,Male,Freshman,Engineering
1252,22,Female,Sophomore,Business
1253,21,Male,Freshman,Arts
1254,23,Other,Freshman,Science
1255,23,Other,Senior,Engineering
1256,24,Male,Junior,Science
1257,21,Female,Junior,Science
1258,19,Male,Senior,Engineering
1259,21,Other,Sophomore,Engineering
1260,18,Other,Freshman,Engineering
1261,22,Male,Senior,Science
1262,21,Male,Senior,Engineering
1263,21,Male,Junior,Business
1264,19,Female,Freshman,Engineering
1265,20,Male,Freshman,Business
1266,23,Male,Senior,Science
1267,22,Female,Sophomore,Science
1268,18,Female,Sophomore,Science
1269,23,Other,Sophomore,Engineering
1270,18,Other,Junior,Arts
1271,19,Male,Senior,Engineering
1272,18,Other,Senior,Engineering
1273,20,Other,Sophomore,Science
1274,21,Female,Senior,Engineering
1275,22,Female,Junior,Arts
1276,23,Female,Sophomore,Science
1277,21,Other,Freshman,Engineering
1278,19,Female,Sophomore,Engineering
1279,21,Other,Sophomore,Science
1280,20,Female,Freshman,Arts
1281,18,Other,Sophomore,Arts
1282,23,Female,Sophomore,Science
1283,22,Other,Senior,Arts
1284,20,Other,Junior,Business
1285,23,Female,Sophomore,Business
1286,24,Female,Senior,Arts
1287,19,Female,Junior,Science
1288,22,Male,Senior,Arts
1289,21,Male,Sophomore,Science
1290,19,Female,Sophomore,Business
1291,21,Female,Senior,Science
1292,20,Male,Junior,Science
1293,23,Female,Junior,Science
1294,20,Female,Senior,Science
1295,19,Male,Junior,Arts
1296,24,Other,Sophomore,Arts
1297,18,Male,Junior,Engineering
1298,19,Female,Sophomore,Business
1299,18,Female,Junior,Business
1300,19,Other,Senior,Business
1301,19,Female,Freshman,Science
1302,22,Female,Junior,Business
1303,24,Male,Sophomore,Arts
1304,18,Male,Senior,Arts
1305,18,Female,Sophomore,Science
1306,23,Female,Sophomore,Business
1307,20,Female,Freshman,Business
1308,21,Female,Senior,Science
1309,20,Other,Freshman,Arts
1310,18,Male,Senior,Engineering
1311,22,Male,Junior,Arts
1312,24,Female,Senior,Science
1313,18,Female,Senior,Arts
1314,23,Female,Freshman,Arts
1315,21,Male,Freshman,Science
1316,21,Female,Freshman,Arts
1317,19,Female,Sophomore,Business
1318,22,Other,Junior,Engineering
1319,23,Male,Freshman,Science
1320,20,Other,Senior,Arts
1321,22,Female,Sophomore,Arts
1322,19,Other,Freshman,Arts
1323,18,Other,Junior,Science
1324,24,Male,Junior,Arts
1325,23,Other,Sophomore,Arts
1326,24,Female,Junior,Engineering
1327,21,Female,Sophomore,Business
1328,18,Female,Freshman,Science
1329,18,Female,Senior,Arts
1330,19,Male,Sophomore,Science
1331,20,Female,Junior,Science
1332,18,Male,Freshman,Science
1333,21,Male,Junior,Business
1334,21,Male,Freshman,Arts
1335,20,Female,Sophomore,Science
1336,20,Male,Sophomore,Business
1337,19,Other,Freshman,Science
1338,24,Other,Sophomore,Science
1339,22,Female,Senior,Science
1340,21,Other,Senior,Business
1341,18,Other,Senior,Science
1342,19,Other,Junior,Business
1343,20,Other,Freshman,Arts
1344,18,Male,Junior,Arts
1345,22,Other,Freshman,Science
1346,23,Female,Senior,Arts
1347,20,Female,Junior,Arts
1348,24,Other,Sophomore,Business
1349,24,Other,Junior,Arts
1350,22,Other,Senior,Engineering
1351,22,Other,Senior,Science
1352,21,Other,Senior,Engineering
1353,23,Male,Sophomore,Business
1354,21,Female,Senior,Arts
1355,22,Female,Senior,Arts
1356,23,Male,Junior,Science
1357,21,Male,Freshman,Business
1358,23,Male,Junior,Science
1359,24,Female,Junior,Engineering
1360,23,Female,Freshman,Business
1361,24,Other,Sophomore,Arts
1362,20,Male,Junior,Business
1363,22,Female,Junior,Science
1364,22,Female,Freshman,Science
1365,19,Other,Freshman,Engineering
1366,19,Other,Senior,Engineering
1367,19,Female,Junior,Engineering
1368,19,Male,Senior,Arts
1369,18,Other,Freshman,Arts
1370,19,Female,Sophomore,Business
1371,20,Other,Sophomore,Engineering
1372,18,Male,Senior,Business
1373,20,Female,Junior,Engineering
1374,19,Male,Freshman,Arts
1375,22,Other,Junior,Engineering
1376,24,Male,Sophomore,Business
1377,18,Male,Senior,Science
1378,24,Other,Sophomore,Business
1379,22,Male,Sophomore,Engineering
1380,24,Female,Sophomore,Arts
1381,20,Other,Sophomore,Engineering
1382,20,Male,Senior,Arts
1383,18,Male,Junior,Arts
1384,24,Other,Sophomore,Arts
1385,24,Male,Senior,Engineering
1386,23,Female,Junior,Business
1387,20,Other,Sophomore,Engineering
1388,23,Female,Freshman,Business
1389,18,Female,Sophomore,Business
1390,20,Female,Freshman,Science
1391,22,Other,Junior,Arts
1392,21,Other,Freshman,Business
1393,19,Female,Sophomore,Engineering
1394,19,Other,Freshman,Engineering
1395,21,Female,Sophomore,Science
1396,21,Female,Senior,Arts
1397,18,Male,Sophomore,Science
1398,20,Female,Junior,Business
1399,22,Other,Senior,Business
1400,19,Female,Sophomore,Business
1401,21,Female,Senior,Engineering
1402,23,Male,Sophomore,Arts
1403,24,Female,Senior,Engineering
1404,23,Female,Freshman,Arts
1405,24,Male,Senior,Science
1406,21,Male,Sophomore,Engineering
1407,24,Other,Freshman,Business
1408,21,Female,Junior,Science
1409,20,Female,Junior,Engineering
1410,23,Male,Junior,Business
1411,22,Other,Senior,Arts
1412,21,Female,Sophomore,Engineering
1413,22,Female,Freshman,Arts
1414,19,Male,Sophomore,Science
1415,18,Male,Freshman,Science
1416,18,Male,Sophomore,Science
1417,19,Female,Senior,Arts
1418,18,Female,Senior,Arts
1419,21,Other,Junior,Engineering
1420,23,Male,Senior,Business
1421,24,Male,Junior,Business
1422,20,Male,Junior,Arts
1423,18,Female,Senior,Business
1424,19,Other,Freshman,Business
1425,20,Other,Freshman,Science
1426,19,Male,Junior,Business
1427,21,Female,Senior,Engineering
1428,19,Male,Sophomore,Arts
1429,23,Male,Junior,Science
1430,21,Other,Senior,Science
1431,18,Other,Junior,Engineering
1432,20,Female,Senior,Science
1433,22,Male,Freshman,Arts
1434,23,Male,Senior,Business
1435,20,Female,Sophomore,Science
1436,22,Male,Junior,Arts
1437,24,Female,Sophomore,Science
1438,18,Female,Senior,Engineering
1439,19,Female,Sophomore,Science
1440,24,Other,Senior,Business
1441,23,Male,Sophomore,Engineering
1442,23,Other,Junior,Business
1443,21,Other,Senior,Arts
1444,21,Female,Sophomore,Arts
1445,24,Female,Freshman,Engineering
1446,21,Male,Senior,Engineering
1447,24,Female,Sophomore,Business
1448,18,Male,Senior,Business
1449,18,Male,Freshman,Arts
1450,23,Male,Senior,Arts
1451,22,Male,Freshman,Arts
1452,20,Male,Freshman,Arts
1453,20,Female,Senior,Science
1454,24,Other,Senior,Science
1455,19,Male,Freshman,Science
1456,22,Other,Sophomore,Business
1457,18,Male,Freshman,Business
1458,18,Other,Sophomore,Arts
1459,21,Other,Junior,Business
1460,22,Male,Junior,Arts
1461,22,Female,Sophomore,Business
1462,18,Female,Sophomore,Science
1463,22,Female,Senior,Arts
1464,21,Female,Freshman,Arts
1465,21,Other,Junior,Business
1466,23,Male,Junior,Science
1467,18,Male,Senior,Science
1468,18,Female,Sophomore,Arts
1469,22,Male,Freshman,Engineering
1470,23,Male,Freshman,Business
1471,22,Male,Freshman,Engineering
1472,23,Other,Sophomore,Engineering
1473,23,Male,Freshman,Science
1474,23,Male,Senior,Science
1475,20,Female,Sophomore,Arts
1476,22,Other,Senior,Business
1477,24,Other,Junior,Arts
1478,22,Male,Sophomore,Arts
1479,19,Male,Senior,Science
1480,23,Other,Sophomore,Arts
1481,18,Male,Junior,Science
1482,22,Male,Junior,Science
1483,19,Female,Sophomore,Science
1484,22,Other,Junior,Business
1485,18,Female,Freshman,Science
1486,20,Female,Sophomore,Arts
1487,23,Female,Sophomore,Business
1488,24,Other,Sophomore,Arts
1489,23,Male,Junior,Arts
1490,24,Female,Freshman,Science
1491,21,Male,Freshman,Engineering
1492,18,Female,Senior,Business
1493,18,Male,Freshman,Engineering
1494,19,Female,Junior,Business
1495,19,Male,Junior,Business
1496,19,Male,Sophomore,Science
1497,20,Female,Freshman,Science
1498,19,Male,Sophomore,Engineering
1499,18,Female,Junior,Business
1500,19,Female,Junior,Business
1501,22,Other,Sophomore,Business
1502,24,Female,Junior,Engineering
1503,22,Male,Junior,Arts
1504,21,Male,Junior,Science
1505,22,Other,Freshman,Business
1506,21,Other,Sophomore,Arts
1507,24,Female,Sophomore,Science
1508,22,Male,Junior,Arts
1509,24,Other,Senior,Business
1510,20,Male,Junior,Business
1511,21,Other,Senior,Arts
1512,24,Male,Freshman,Arts
1513,22,Male,Senior,Engineering
1514,21,Other,Senior,Engineering
1515,24,Male,Junior,Business
1516,23,Female,Freshman,Business
1517,21,Female,Freshman,Science
1518,22,Male,Sophomore,Engineering
1519,18,Female,Sophomore,Engineering
1520,19,Male,Junior,Business
1521,21,Female,Sophomore,Arts
1522,23,Other,Sophomore,Engineering
1523,21,Male,Senior,Arts
1524,21,Male,Freshman,Engineering
1525,19,Female,Freshman,Science
1526,23,Other,Junior,Engineering
1527,21,Male,Freshman,Engineering
1528,24,Other,Sophomore,Arts
1529,21,Male,Sophomore,Arts
1530,22,Female,Sophomore,Engineering
1531,18,Female,Freshman,Arts
1532,23,Other,Junior,Arts
1533,20,Female,Sophomore,Science
1534,20,Other,Senior,Science
1535,23,Female,Sophomore,Arts
1536,19,Other,Sophomore,Business
1537,23,Female,Freshman,Arts
1538,23,Other,Sophomore,Business
1539,20,Female,Sophomore,Business
1540,18,Other,Freshman,Science
1541,20,Male,Junior,Science
1542,18,Other,Sophomore,Business
1543,18,Female,Sophomore,Business
1544,22,Female,Sophomore,Business
1545,20,Male,Senior,Arts
1546,21,Female,Junior,Arts
1547,23,Male,Sophomore,Engineering
1548,19,Other,Junior,Engineering
1549,21,Female,Junior,Science
1550,20,Male,Freshman,Science
1551,20,Male,Senior,Engineering
1552,21,Female,Junior,Science
1553,22,Male,Sophomore,Science
1554,20,Male,Freshman,Arts
1555,22,Other,Freshman,Science
1556,24,Other,Junior,Arts
1557,23,Other,Freshman,Arts
1558,23,Male,Sophomore,Arts
1559,19,Female,Sophomore,Science
1560,20,Other,Junior,Business
1561,21,Female,Junior,Engineering
1562,22,Other,Senior,Engineering
1563,19,Male,Senior,Business
1564,18,Other,Sophomore,Arts
1565,19,Female,Freshman,Engineering
1566,22,Male,Sophomore,Business
1567,20,Female,Senior,Engineering
1568,20,Male,Junior,Science
1569,18,Female,Sophomore,Engineering
1570,24,Other,Junior,Science
1571,22,Male,Freshman,Arts
1572,20,Female,Sophomore,Arts
1573,20,Male,Junior,Arts
1574,22,Female,Freshman,Arts
1575,19,Female,Senior,Business
1576,23,Male,Sophomore,Business
1577,21,Other,Senior,Business
1578,19,Male,Senior,Arts
1579,22,Other,Sophomore,Engineering
1580,23,Female,Sophomore,Engineering
1581,24,Male,Freshman,Business
1582,19,Male,Senior,Arts
1583,20,Other,Junior,Business
1584,23,Other,Senior,Arts
1585,23,Male,Junior,Arts
1586,22,Male,Junior,Arts
1587,20,Female,Freshman,Arts
1588,20,Male,Junior,Arts
1589,20,Male,Senior,Engineering
1590,23,Male,Junior,Science
1591,19,Female,Senior,Engineering
1592,21,Other,Senior,Arts
1593,18,Male,Sophomore,Engineering
1594,21,Male,Sophomore,Engineering
1595,18,Female,Freshman,Engineering
1596,22,Male,Freshman,Engineering
1597,21,Other,Sophomore,Business
1598,23,Female,Junior,Engineering
1599,18,Female,Freshman,Arts
1600,20,Male,Junior,Business
1601,22,Male,Sophomore,Science
1602,21,Other,Freshman,Arts
1603,19,Female,Junior,Science
1604,22,Female,Junior,Science
1605,24,Female,Sophomore,Business
1606,20,Female,Junior,Science
1607,20,Female,Junior,Science
1608,23,Other,Senior,Business
1609,20,Other,Sophomore,Science
1610,18,Other,Sophomore,Science
1611,21,Female,Junior,Science
1612,22,Other,Junior,Business
1613,21,Female,Sophomore,Arts
1614,24,Other,Senior,Business
1615,23,Male,Sophomore,Business
1616,21,Male,Sophomore,Science
1617,24,Female,Sophomore,Engineering
1618,18,Other,Sophomore,Science
1619,18,Male,Freshman,Engineering
1620,20,Female,Freshman,Arts
1621,21,Male,Senior,Engineering
1622,23,Male,Sophomore,Science
1623,18,Female,Junior,Arts
1624,23,Male,Senior,Science
1625,20,Male,Freshman,Science
1626,22,Female,Junior,Arts
1627,18,Female,Sophomore,Business
1628,18,Female,Senior,Business
1629,22,Male,Junior,Business
1630,22,Other,Senior,Science
1631,18,Female,Junior,Arts
1632,24,Other,Senior,Science
1633,22,Other,Junior,Arts
1634,22,Male,Junior,Business
1635,20,Female,Senior,Science
1636,18,Male,Senior,Science
1637,22,Female,Freshman,Engineering
1638,20,Female,Freshman,Business
1639,18,Other,Sophomore,Science
1640,18,Male,Junior,Engineering
1641,24,Other,Sophomore,Engineering
1642,18,Male,Sophomore,Business
1643,24,Other,Senior,Business
1644,22,Female,Junior,Business
1645,22,Female,Sophomore,Business
1646,21,Female,Junior,Business
1647,20,Male,Sophomore,Science
1648,21,Female,Senior,Arts
1649,23,Male,Freshman,Business
1650,20,Other,Freshman,Engineering
1651,19,Other,Junior,Arts
1652,21,Other,Junior,Science
1653,23,Female,Junior,Business
1654,18,Male,Sophomore,Business
1655,24,Female,Sophomore,Business
1656,23,Female,Senior,Science
1657,19,Female,Junior,Science
1658,19,Male,Senior,Engineering
1659,19,Male,Sophomore,Engineering
1660,20,Female,Senior,Science
1661,22,Female,Senior,Engineering
1662,22,Male,Sophomore,Business
1663,19,Female,Sophomore,Engineering
1664,22,Male,Freshman,Engineering
1665,23,Other,Sophomore,Engineering
1666,18,Other,Freshman,Arts
1667,22,Female,Sophomore,Arts
1668,20,Male,Senior,Arts
1669,19,Male,Junior,Science
1670,24,Female,Freshman,Arts
1671,21,Female,Junior,Engineering
1672,18,Male,Senior,Arts
1673,21,Other,Senior,Science
1674,19,Female,Senior,Science
1675,23,Male,Freshman,Business
1676,19,Other,Freshman,Science
1677,21,Female,Senior,Arts
1678,19,Other,Senior,Engineering
1679,19,Other,Sophomore,Engineering
1680,19,Female,Senior,Science
1681,22,Male,Senior,Science
1682,23,Male,Junior,Science
1683,22,Male,Sophomore,Engineering
1684,20,Other,Senior,Business
1685,21,Other,Junior,Engineering
1686,18,Other,Senior,Arts
1687,21,Female,Sophomore,Science
1688,21,Female,Senior,Science
1689,20,Female,Freshman,Business
1690,23,Other,Sophomore,Arts
1691,22,Female,Sophomore,Engineering
1692,18,Female,Junior,Engineering
1693,18,Other,Freshman,Science
1694,20,Other,Junior,Arts
1695,19,Other,Freshman,Business
1696,21,Male,Freshman,Science
1697,21,Female,Freshman,Engineering
1698,18,Female,Freshman,Engineering
1699,21,Other,Senior,Arts
1700,24,Other,Sophomore,Science
1701,18,Male,Senior,Engineering
1702,22,Female,Senior,Arts
1703,22,Other,Junior,Business
1704,18,Male,Junior,Science
1705,20,Female,Sophomore,Engineering
1706,21,Other,Sophomore,Arts
1707,23,Female,Freshman,Business
1708,23,Male,Sophomore,Arts
1709,18,Female,Sophomore,Business
1710,20,Male,Freshman,Arts
1711,23,Other,Junior,Business
1712,23,Male,Freshman,Arts
1713,22,Other,Sophomore,Arts
1714,21,Male,Senior,Engineering
1715,21,Female,Senior,Engineering
1716,22,Other,Sophomore,Arts
1717,24,Male,Junior,Business
1718,19,Female,Freshman,Science
1719,18,Female,Junior,Engineering
1720,20,Male,Sophomore,Business
1721,20,Female,Junior,Science
1722,24,Other,Junior,Engineering
1723,23,Female,Freshman,Business
1724,23,Female,Sophomore,Business
1725,19,Male,Junior,Science
1726,20,Other,Freshman,Science
1727,20,Male,Junior,Science
1728,21,Other,Sophomore,Arts
1729,18,Other,Sophomore,Engineering
1730,21,Female,Freshman,Engineering
1731,22,Female,Freshman,Engineering
1732,23,Female,Junior,Business
1733,21,Female,Senior,Business
1734,19,Male,Sophomore,Engineering
1735,18,Male,Junior,Arts
1736,19,Other,Sophomore,Arts
1737,18,Female,Freshman,Science
1738,18,Other,Junior,Arts
1739,18,Male,Junior,Arts
1740,20,Female,Freshman,Science
1741,23,Female,Junior,Science
1742,21,Female,Junior,Science
1743,20,Male,Sophomore,Business
1744,23,Other,Senior,Science
1745,20,Female,Sophomore,Arts
1746,21,Female,Junior,Arts
1747,19,Other,Sophomore,Arts
1748,23,Other,Junior,Business
1749,18,Other,Junior,Business
1750,24,Female,Junior,Business
1751,24,Female,Junior,Science
1752,19,Female,Sophomore,Arts
1753,24,Other,Sophomore,Arts
1754,19,Female,Sophomore,Engineering
1755,23,Male,Senior,Business
